,0
2563,632
2564,963
2565,664
2566,758
2567,684
2568,659
2569,634
2570,513
2571,679
2572,622
2573,753
2574,544
2575,637
2576,897
2577,679
2578,492
2579,1084
2580,712
2581,520
2582,676
2583,792
2584,764
2585,659
2586,693
2587,665
2588,735
2589,643
2590,697
2591,635
2592,751
2593,749
2594,1090
2595,910
2596,524
2597,586
2598,676
2599,627
2600,605
2601,514
2602,662
2603,807
2604,492
2605,579
2606,840
2607,671
2608,599
2609,550
2610,512
2611,542
2612,596
2613,488
2614,586
2615,646
2616,754
2617,518
2618,678
2619,754
2620,1183
2621,64831
2622,1098
2623,587
2624,698
2625,548
2626,570
2627,635
2628,685
2629,1045
2630,768
2631,529
2632,658
2633,540
2634,603
2635,697
2636,595
2637,702
2638,524
2639,687
2640,745
2641,64818
2642,1098
2643,705
2644,536
2645,623
2646,761
2647,649
2648,779
2649,582
2650,566
2651,672
2652,599
2653,642
2654,674
2655,709
2656,539
2657,664
2658,641
2659,533
2660,530
2661,555
2662,706
2663,678
2664,657
2665,666
2666,676
2667,782
2668,1041
2669,64802
2670,1086
2671,726
2672,536
2673,664
2674,677
2675,649
2676,583
2677,495
2678,1252
2679,519
2680,673
2681,64843
2682,1092
2683,654
2684,700
2685,491
2686,513
2687,704
2688,64825
2689,1079
2690,534
2691,868
2692,889
2693,661
2694,621
2695,1004
2696,486
2697,661
2698,716
2699,876
2700,422
2701,64401
2702,64350
2703,64292
2704,64251
2705,64341
2706,64498
2707,64680
2708,64879
2709,65090
2710,65332
2711,65452
2712,1003
2713,673
2714,593
2715,602
2716,637
2717,619
2718,714
2719,820
2720,664
2721,659
2722,714
2723,537
2724,541
2725,761
2726,680
2727,686
2728,901
2729,509
2730,842
2731,686
2732,661
2733,673
2734,64845
2735,1083
2736,586
2737,508
2738,946
2739,614
2740,583
2741,505
2742,810
2743,511
2744,566
2745,718
2746,508
2747,543
2748,490
2749,497
2750,564
2751,6
2752,679
2753,768
2754,652
2755,573
2756,645
2757,576
2758,508
2759,840
2760,710
2761,613
2762,681
2763,860
2764,64804
2765,1093
2766,660
2767,681
2768,802
2769,534
2770,64825
2771,1090
2772,570
2773,551
2774,535
2775,671
2776,671
2777,629
2778,658
2779,536
2780,551
2781,666
2782,662
2783,64809
2784,930
2785,705
2786,713
2787,733
2788,487
2789,676
2790,668
2791,902
2792,573
2793,678
2794,673
2795,529
2796,721
2797,940
2798,639
2799,659
2800,847
2801,698
2802,557
2803,342
2804,594
2805,529
2806,501
2807,645
2808,645
2809,662
2810,676
2811,802
2812,64845
2813,1088
2814,505
2815,620
2816,675
2817,678
2818,707
2819,677
2820,504
2821,847
2822,738
2823,754
2824,666
2825,781
2826,680
2827,560
2828,680
2829,689
2830,991
2831,667
2832,586
2833,1078
2834,489
2835,673
2836,688
2837,500
2838,764
2839,656
2840,488
2841,675
2842,574
2843,531
2844,689
2845,498
2846,884
2847,551
2848,682
2849,609
2850,657
2851,878
2852,496
2853,547
2854,718
2855,490
2856,629
2857,897
2858,676
2859,754
2860,761
2861,545
2862,969
2863,1249
2864,658
2865,497
2866,624
2867,685
2868,524
2869,64834
2870,979
2871,624
2872,513
2873,492
2874,795
2875,932
2876,734
2877,691
2878,1173
2879,664
2880,581
2881,670
2882,801
2883,522
2884,541
2885,554
2886,632
2887,777
2888,553
2889,585
2890,682
2891,656
2892,668
2893,719
2894,600
2895,635
2896,574
2897,706
2898,510
2899,705
2900,576
2901,591
2902,696
2903,1125
2904,505
2905,64806
2906,919
2907,671
2908,922
2909,738
2910,64837
2911,1108
2912,497
2913,623
2914,64833
2915,1100
2916,524
2917,547
2918,64826
2919,1109
2920,539
2921,581
